"","NA.","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)","colSums(seal_forage_loc, na.rm = T)"
"11",NA,2,1,5,2,0,3,2,1,4,4,4,2,3,0,3,5,3,1,3,3,4,9,8,3,2,2,6,3,2,2,1,7,4,4,4,5,5,5,4,0,6,2,2,2,3,4,6,2,1,7,6,2,3,2,4,4,8,4,1,3,4,2,8,3,1,5,3,4,1,3,6,3,3,6,3,4,1,3,3,4,5,2,1,3,6,2,9,3,8,2,5,8,1,2,0,7,0,2,5,6
"12",NA,7,2,0,4,7,6,2,7,1,7,1,0,5,2,5,4,0,2,5,2,5,7,4,4,1,3,1,2,7,3,3,8,3,3,1,3,4,3,4,3,2,3,1,5,4,1,4,5,3,6,2,6,0,2,0,4,4,7,2,3,3,2,2,6,4,3,1,4,2,3,2,4,4,6,5,2,5,2,5,5,6,3,3,8,4,3,4,3,2,5,3,7,4,1,0,2,7,4,2,4
"13",NA,1,2,5,7,3,3,2,4,1,5,1,2,2,2,3,3,3,2,1,2,3,1,4,7,0,4,6,2,4,3,1,2,6,8,6,1,1,4,4,3,10,2,5,5,6,2,3,6,1,6,5,4,6,2,2,3,3,3,4,6,4,2,2,3,3,2,3,3,2,4,5,1,3,1,2,4,5,3,4,4,4,3,7,0,4,2,6,4,3,1,5,2,1,5,4,2,4,3,2,6
"14",NA,3,4,4,5,1,9,5,5,1,0,3,1,2,4,1,4,5,1,5,2,3,3,1,4,2,6,5,2,1,3,3,0,3,3,4,4,2,3,2,5,3,4,5,4,2,1,4,1,1,6,1,4,4,3,5,8,7,0,5,3,0,3,5,7,2,3,3,3,4,4,4,1,4,5,1,3,2,5,4,2,5,2,9,4,2,3,3,2,2,5,8,7,3,2,0,5,5,1,4,2
"15",NA,4,3,5,4,5,4,4,1,6,4,2,1,4,8,5,1,1,2,3,3,4,7,1,6,3,2,4,2,3,3,4,4,6,3,6,4,3,4,3,2,5,1,1,4,4,4,2,4,8,2,7,1,1,5,3,6,4,1,4,1,2,6,5,5,5,4,4,4,2,2,0,3,4,2,4,6,3,7,3,1,1,3,1,4,6,3,2,1,1,3,4,3,3,2,4,2,8,1,2,4
"16",NA,7,2,8,2,3,4,2,5,1,0,1,1,1,3,0,0,3,1,0,1,1,5,6,5,3,0,5,3,5,1,4,3,5,1,2,2,3,4,5,2,6,2,3,3,7,3,3,4,4,5,3,1,2,6,5,2,6,5,3,1,4,1,1,3,4,3,2,5,5,6,3,2,1,3,7,8,2,4,2,1,2,2,3,3,7,5,5,7,3,3,4,2,3,3,3,4,5,2,8,1
"17",NA,3,2,5,6,5,1,1,1,2,2,6,5,6,2,2,1,7,1,4,2,7,4,5,4,3,2,8,0,3,3,4,4,4,4,5,2,2,5,4,5,3,3,5,7,4,3,5,3,4,6,3,5,2,5,2,6,2,2,3,5,2,2,2,3,5,4,0,3,5,5,2,4,7,8,5,6,5,1,4,5,0,0,5,4,4,6,3,5,2,5,4,4,2,1,6,5,4,4,4,3
"18",NA,3,6,4,3,2,5,5,5,3,5,2,2,3,1,0,1,8,4,3,3,2,4,2,7,2,3,5,2,4,0,1,3,5,6,5,3,2,10,3,1,2,4,8,9,1,1,4,2,3,3,3,3,2,3,1,2,6,4,2,5,5,0,3,3,3,3,2,5,4,4,3,3,3,5,7,7,0,9,5,4,4,4,3,5,4,1,5,4,3,4,2,9,1,1,2,2,2,6,2,6
"19",NA,4,4,3,3,4,3,6,5,4,3,4,3,2,5,5,2,4,4,2,4,6,3,5,4,1,3,3,2,5,2,3,6,3,7,6,1,5,7,3,2,4,6,6,4,4,2,5,5,3,5,5,8,4,5,6,7,4,4,7,10,5,5,2,8,4,5,3,1,1,8,2,4,4,7,4,2,2,4,3,0,4,2,4,6,5,4,2,1,9,9,3,5,0,5,2,5,3,2,4,4
"20",NA,2,2,5,8,1,5,4,8,5,7,6,5,4,6,8,3,4,5,7,5,5,6,9,7,3,4,6,6,7,4,3,8,6,3,7,6,7,4,2,6,3,3,4,2,6,5,6,6,4,4,4,3,3,3,5,8,5,6,5,6,3,3,3,4,2,6,4,5,4,7,7,6,4,5,7,5,3,10,3,3,6,4,3,9,3,7,6,5,10,8,8,5,3,8,3,9,6,4,4,4
"21",NA,9,3,10,9,6,6,5,9,5,5,5,3,5,6,6,4,11,4,7,7,7,6,6,8,4,13,7,4,7,7,7,10,7,9,11,8,8,7,2,6,6,8,6,4,6,5,6,8,7,2,4,9,4,8,5,7,4,7,10,10,3,4,4,5,6,7,7,6,5,8,10,6,5,9,12,5,5,5,7,3,5,1,6,8,11,8,6,3,10,3,5,11,3,10,5,7,6,3,9,7
"22",NA,9,3,9,5,9,10,5,7,8,11,9,6,5,10,8,1,6,7,8,4,10,8,7,14,5,12,11,6,8,5,10,8,7,8,8,6,10,12,6,6,9,8,7,6,9,5,13,7,10,6,7,5,4,10,7,8,12,9,11,11,7,5,5,5,8,4,10,11,3,11,11,4,5,5,11,7,5,9,4,8,9,7,12,6,11,12,6,3,4,5,6,9,4,10,2,12,6,6,7,6
"23",NA,7,5,9,9,8,10,10,14,8,9,9,12,11,8,10,5,12,10,7,13,12,7,8,9,7,12,7,2,5,6,5,10,6,9,13,9,11,11,7,8,11,5,11,7,10,4,10,4,12,6,13,9,7,11,12,11,9,14,19,9,8,13,5,14,8,12,7,16,3,6,15,7,11,6,12,12,4,6,10,3,16,5,7,7,10,10,9,10,8,9,6,12,4,11,7,10,11,4,12,7
"24",NA,10,8,17,11,11,14,6,11,8,17,8,11,7,14,10,10,11,7,6,5,15,10,11,17,4,11,14,5,15,6,13,14,10,6,12,11,17,15,12,17,14,8,13,4,7,9,10,11,12,12,9,9,6,12,11,9,15,12,20,18,9,8,6,14,15,17,16,9,7,11,11,11,11,9,19,14,8,10,11,7,10,7,11,7,14,14,11,11,8,8,7,12,5,14,9,10,6,11,11,12
"25",NA,11,10,13,18,13,14,10,12,8,14,7,18,11,12,10,9,16,9,10,12,17,6,16,12,5,16,16,8,21,9,8,11,12,9,18,14,13,13,13,13,22,8,12,7,12,7,19,12,13,17,12,8,10,16,12,14,14,17,18,18,11,10,9,12,13,19,18,14,9,14,17,8,11,11,15,13,9,15,12,10,17,9,12,9,21,15,14,13,12,10,12,17,7,15,7,11,12,5,11,10
"26",NA,10,5,14,17,16,20,13,27,13,16,9,16,14,16,14,11,14,13,11,7,14,13,17,11,6,15,12,8,19,12,14,19,24,20,20,22,14,19,14,20,21,12,16,9,12,9,22,19,9,16,17,15,6,13,9,15,17,21,19,23,8,15,9,13,15,23,19,14,10,15,27,11,11,12,19,16,15,13,15,16,26,8,7,17,16,24,14,12,9,12,21,21,9,9,10,17,15,7,18,13
"27",NA,15,12,18,19,15,13,15,20,14,24,19,18,10,18,17,11,13,13,12,17,20,14,17,21,12,20,17,10,23,10,14,22,17,16,21,25,18,23,20,18,18,15,24,13,20,10,22,17,20,20,15,16,11,15,18,16,24,19,26,20,13,21,10,16,24,21,17,18,6,13,18,16,16,18,15,15,10,21,15,15,22,12,10,17,17,25,20,17,16,11,24,23,8,19,9,19,19,16,17,19
"28",NA,22,8,19,20,25,20,13,24,18,17,14,23,18,22,13,12,20,13,11,16,19,19,23,20,11,23,16,9,23,14,23,20,21,24,25,21,23,22,21,20,29,17,20,16,20,15,22,13,23,20,20,13,9,16,21,17,23,22,31,24,13,22,15,19,22,24,25,23,7,18,25,14,21,18,21,23,14,14,14,12,22,12,11,18,25,19,19,16,21,10,18,22,13,21,11,24,17,12,17,25
"29",NA,21,14,26,22,28,27,14,26,14,19,19,24,18,19,17,14,19,16,16,19,23,17,22,17,9,23,25,10,25,16,21,22,19,28,23,24,21,18,23,19,24,12,23,21,18,12,22,18,23,21,25,16,14,20,18,18,27,20,27,25,15,22,11,27,20,23,26,21,14,17,23,20,17,25,23,14,16,21,23,16,20,11,14,24,25,30,23,19,18,28,27,30,12,19,11,24,24,15,20,22
"30",NA,24,16,25,28,25,22,21,23,19,19,22,17,24,26,16,12,20,21,21,18,20,21,24,24,13,32,23,11,19,13,27,28,24,22,26,25,22,32,22,26,28,17,28,17,28,14,34,22,25,26,27,19,9,24,24,20,25,23,34,26,18,29,18,27,21,26,35,31,11,27,24,17,11,25,28,25,21,21,20,22,30,14,22,20,27,24,26,25,23,18,23,35,15,16,12,29,26,16,19,21
"31",NA,23,14,23,28,22,24,24,26,22,27,22,27,22,32,17,15,23,16,15,18,22,20,28,20,11,33,25,11,24,16,21,23,27,28,33,29,28,20,23,26,32,19,28,15,28,12,26,24,27,28,25,27,18,29,26,18,31,32,25,31,19,20,16,25,28,32,36,27,15,30,31,23,16,26,25,23,19,26,25,21,35,22,18,23,27,32,20,23,21,19,28,27,14,24,14,30,24,19,21,24
"32",NA,25,15,31,24,27,29,24,28,21,21,26,28,24,33,25,16,21,20,16,21,29,24,31,31,22,31,34,19,28,18,25,32,30,28,30,37,27,35,31,26,33,22,35,21,35,14,29,23,28,33,30,18,21,29,27,23,29,29,28,33,21,21,20,25,27,29,20,30,14,29,36,20,21,23,27,28,15,23,25,20,37,18,23,24,28,27,29,24,25,24,29,29,16,26,12,23,28,20,27,22
"33",NA,30,16,31,36,35,30,25,34,25,32,26,21,25,34,23,23,21,22,19,23,29,32,27,29,10,35,31,17,31,24,29,27,31,30,33,34,38,30,30,26,34,20,32,26,36,14,25,26,26,29,30,27,18,26,31,23,35,29,30,30,27,29,20,21,30,37,32,27,13,21,32,20,18,37,33,27,14,23,31,25,32,20,22,27,32,33,28,28,30,26,25,31,19,28,18,22,32,20,19,25
"34",NA,28,19,33,39,37,35,24,29,27,28,26,25,33,40,29,21,32,22,17,23,26,36,35,26,18,31,32,17,37,20,29,38,33,37,38,39,32,36,37,36,43,30,31,28,37,24,34,31,29,31,37,28,20,31,30,27,40,29,40,37,21,34,18,28,26,32,30,29,17,31,36,24,25,36,31,33,21,27,30,30,39,28,26,34,32,37,32,24,27,33,28,33,18,29,13,31,32,22,35,33
"35",NA,27,27,31,41,31,40,30,37,24,39,28,27,36,36,30,24,32,27,20,29,34,36,34,37,24,31,40,16,36,28,31,39,33,40,36,44,39,39,37,30,32,34,28,26,32,17,39,30,30,34,34,29,25,33,33,30,34,30,34,36,28,31,22,35,36,40,32,31,18,29,32,24,25,35,28,34,24,36,31,24,44,22,28,33,38,35,28,29,29,35,28,40,24,33,18,41,33,22,29,28
"36",NA,26,17,44,41,40,37,32,35,22,32,34,32,29,40,33,27,27,26,24,26,27,33,31,35,24,45,31,23,40,30,33,36,38,32,36,47,43,36,30,41,44,31,42,37,38,27,42,33,33,33,36,29,23,39,37,32,41,30,43,37,29,35,30,34,36,41,37,38,17,42,42,23,21,39,36,39,27,27,34,27,35,23,28,37,33,37,28,29,38,35,34,36,23,34,17,36,35,23,31,36
"37",NA,37,21,36,48,42,40,31,44,34,42,33,30,29,39,39,25,36,27,28,31,27,44,36,37,19,46,36,22,43,33,35,37,37,40,43,45,42,45,42,41,42,33,39,31,43,25,37,31,39,42,40,32,20,41,45,31,41,38,38,40,32,36,21,32,37,42,33,34,24,36,43,24,28,36,40,37,27,30,35,32,38,29,30,30,36,36,35,34,38,39,31,40,23,35,24,38,35,30,36,39
"38",NA,40,23,36,48,40,37,27,40,31,46,33,33,35,48,33,26,30,29,24,27,36,43,45,40,19,42,51,21,38,32,34,37,37,46,36,44,49,41,39,31,45,36,40,32,42,27,41,34,37,39,36,32,21,35,39,33,40,39,43,40,32,40,26,33,41,42,35,42,23,38,51,23,27,48,45,42,27,35,42,31,44,30,32,32,42,36,36,30,39,38,33,40,27,32,21,41,44,30,38,35
"39",NA,34,29,43,44,36,38,35,40,31,36,37,35,41,48,41,29,27,25,29,31,36,39,46,48,26,50,39,26,42,32,41,52,41,45,45,37,41,45,44,38,47,39,43,40,42,24,44,35,37,37,39,40,28,41,44,35,47,41,36,49,34,39,30,40,36,51,40,40,24,37,57,30,35,41,38,32,27,36,39,36,49,27,47,29,50,41,34,37,41,40,38,40,26,38,25,42,47,28,32,47
"40",NA,37,28,47,48,47,46,32,38,30,50,40,30,38,41,41,36,44,33,26,34,40,40,42,44,24,42,45,27,41,34,44,35,41,48,47,45,41,52,46,45,51,39,48,42,47,24,44,39,44,45,39,39,34,43,52,40,45,39,49,39,32,47,30,43,42,41,42,39,25,40,46,32,33,37,40,35,28,40,39,38,51,26,47,39,44,46,45,43,44,38,37,41,32,35,30,44,43,33,39,53
"41",NA,47,30,49,43,36,49,42,41,33,44,35,39,38,45,39,29,31,32,26,38,42,48,45,41,24,47,43,30,45,35,43,43,41,45,44,47,49,46,44,40,45,41,45,39,47,35,42,43,41,48,47,41,28,37,47,37,50,39,43,45,34,48,30,42,43,43,42,43,29,39,45,33,37,48,47,47,32,47,46,33,49,30,41,37,46,47,44,41,50,42,39,48,28,42,26,49,47,32,31,42
"42",NA,36,25,48,50,40,47,39,46,37,43,42,39,35,45,42,28,37,35,31,34,42,43,46,45,30,50,48,34,45,33,47,41,44,42,43,47,48,46,43,39,52,51,48,46,52,28,46,39,44,47,48,48,30,38,50,43,49,46,48,50,36,53,33,50,51,47,42,48,22,47,47,32,37,41,42,40,32,39,38,44,54,31,50,40,50,43,41,40,43,40,47,48,31,41,28,59,52,33,43,48
"43",NA,47,30,46,51,47,43,42,48,38,53,40,36,40,48,40,31,39,33,31,36,42,50,50,47,28,42,55,32,44,37,56,45,53,45,52,61,40,54,46,43,47,53,47,39,45,28,46,40,35,48,48,45,29,47,46,45,52,48,48,53,40,42,38,44,47,61,46,51,26,49,51,37,38,56,46,44,31,46,45,44,53,39,46,38,46,47,47,45,49,39,44,49,36,39,29,50,55,33,38,50
"44",NA,44,34,49,49,43,46,39,54,38,53,44,40,37,50,46,34,32,31,34,43,44,46,47,44,33,52,57,37,49,37,46,41,43,44,53,53,55,47,55,46,54,54,54,44,55,36,48,45,47,51,46,47,33,47,47,46,47,49,50,55,35,53,38,49,50,57,43,49,35,47,51,36,35,51,51,50,33,41,47,41,53,36,44,35,52,46,45,44,40,47,42,50,34,36,32,50,48,33,47,47
"45",NA,51,36,46,55,41,49,44,55,39,51,47,37,42,50,45,34,44,34,33,45,50,49,53,39,32,49,59,39,43,35,41,48,50,47,55,58,51,50,53,50,52,60,53,49,52,36,46,40,46,47,58,42,36,48,49,43,55,47,56,56,42,62,40,52,48,56,47,57,34,50,60,39,39,53,52,46,32,45,49,43,57,36,48,41,52,40,45,40,45,44,40,52,35,44,33,58,48,32,45,51
"46",NA,42,34,52,48,48,55,45,52,39,54,44,39,40,51,44,36,42,41,36,34,50,49,53,49,37,56,54,39,50,37,46,54,51,53,56,60,56,46,62,44,53,53,60,45,51,38,54,45,44,48,54,47,33,44,57,44,45,48,50,47,37,50,34,48,49,63,49,52,33,47,53,35,42,52,55,48,38,60,46,51,50,41,44,43,53,47,49,51,48,42,51,58,36,42,29,52,53,42,40,47
"47",NA,54,31,55,54,49,52,43,55,44,57,48,42,41,49,50,35,46,40,38,41,57,50,60,49,33,54,58,41,53,37,50,56,54,45,57,57,53,53,59,53,50,48,57,51,49,36,51,42,44,49,50,47,36,46,51,43,53,55,51,50,46,46,38,51,51,53,47,41,38,49,56,41,41,53,55,55,39,47,58,40,60,41,49,43,50,52,52,53,47,49,48,59,36,45,34,51,55,38,47,54
